[grid] 298 cells, max_workers=10
[1/298     16s] circ/batchtopk_sae/T1/d64/k1/s1/trained              vel=+0.000 orc=0.103 nmse=0.594 (cache t=True e=False)
[31/298    430s] circ/txc_batchtopk_pre/T16/d64/k1/s1/trained         vel=+0.255 orc=1.000 nmse=0.573 (cache t=False e=False)
[32/298    431s] circ/txc_batchtopk_pre/T16/d101/k1/s1/untrained      vel=+0.016 orc=1.000 nmse=0.997 (cache t=False e=False)
[33/298    492s] circ/txc_batchtopk_pre/T16/d101/k1/s1/trained        vel=+0.250 orc=1.000 nmse=0.571 (cache t=False e=False)
[34/298    495s] circ/txc_batchtopk_pre/T16/d256/k1/s1/trained        vel=+0.250 orc=1.000 nmse=0.570 (cache t=False e=False)
[35/298    505s] circ/txc_batchtopk_pre/T16/d101/k2/s1/trained        vel=+0.221 orc=1.000 nmse=0.556 (cache t=False e=False)
[36/298    508s] rand/txc_batchtopk_pre/T16/d101/k1/s1/trained        vel=+0.103 orc=1.000 nmse=0.927 (cache t=False e=False)
[37/298    535s] circ/tsae/T1/d64/k1/s1/trained                       vel=+0.002 orc=0.103 nmse=0.600 (cache t=False e=False)
[38/298    535s] circ/tsae/T1/d32/k1/s1/trained                       vel=-0.000 orc=0.103 nmse=0.607 (cache t=False e=False)
[39/298    535s] circ/tsae/T1/d101/k1/s1/trained                      vel=-0.001 orc=0.103 nmse=0.600 (cache t=False e=False)
[40/298    537s] circ/tsae/T1/d101/k2/s1/trained                      vel=-0.001 orc=0.103 nmse=0.542 (cache t=False e=False)
[41/298    539s] circ/txc_batchtopk_post/T2/d101/k1/s1/untrained      vel=+0.063 orc=0.686 nmse=0.973 (cache t=False e=False)
[42/298    544s] circ/tsae/T1/d256/k1/s1/trained                      vel=-0.001 orc=0.103 nmse=0.599 (cache t=False e=False)
[43/298    553s] rand/tsae/T1/d101/k1/s1/trained                      vel=+0.011 orc=0.107 nmse=0.575 (cache t=False e=False)
[44/298    572s] circ/txc_batchtopk_post/T2/d32/k1/s1/trained         vel=+0.186 orc=0.686 nmse=0.638 (cache t=False e=False)
[45/298    575s] circ/txc_batchtopk_post/T2/d64/k1/s1/trained         vel=+0.191 orc=0.686 nmse=0.651 (cache t=False e=False)
[46/298    576s] circ/txc_batchtopk_post/T4/d101/k1/s1/untrained      vel=+0.110 orc=0.886 nmse=0.987 (cache t=False e=False)
[47/298    596s] circ/txc_batchtopk_post/T2/d101/k1/s1/trained        vel=+0.196 orc=0.686 nmse=0.640 (cache t=False e=False)
[48/298    599s] circ/txc_batchtopk_post/T2/d256/k1/s1/trained        vel=+0.191 orc=0.686 nmse=0.642 (cache t=False e=False)
[49/298    660s] circ/txc_batchtopk_post/T4/d32/k1/s1/trained         vel=+0.295 orc=0.886 nmse=0.686 (cache t=False e=False)
[50/298    665s] circ/txc_batchtopk_post/T4/d101/k1/s1/trained        vel=+0.260 orc=0.886 nmse=0.693 (cache t=False e=False)
[51/298    666s] circ/txc_batchtopk_post/T2/d101/k2/s1/trained        vel=+0.380 orc=0.686 nmse=0.566 (cache t=False e=False)
[52/298    666s] circ/txc_batchtopk_post/T4/d64/k1/s1/trained         vel=+0.313 orc=0.886 nmse=0.667 (cache t=False e=False)
[53/298    668s] circ/txc_batchtopk_post/T8/d101/k1/s1/untrained      vel=+0.147 orc=0.990 nmse=0.993 (cache t=False e=False)
[54/298    669s] rand/txc_batchtopk_post/T2/d101/k1/s1/trained        vel=+0.035 orc=1.000 nmse=0.761 (cache t=False e=False)
[55/298    676s] circ/txc_batchtopk_post/T4/d256/k1/s1/trained        vel=+0.194 orc=0.886 nmse=0.724 (cache t=False e=False)
[56/298    697s] circ/txc_batchtopk_post/T4/d101/k2/s1/trained        vel=+0.630 orc=0.886 nmse=0.580 (cache t=False e=False)
[57/298    701s] rand/txc_batchtopk_post/T4/d101/k1/s1/trained        vel=+0.050 orc=1.000 nmse=0.862 (cache t=False e=False)
[58/298    715s] circ/txc_batchtopk_post/T8/d32/k1/s1/trained         vel=+0.365 orc=0.990 nmse=0.740 (cache t=False e=False)
[59/298    718s] circ/txc_batchtopk_post/T16/d101/k1/s1/untrained     vel=+0.184 orc=1.000 nmse=0.996 (cache t=False e=False)
[60/298    719s] circ/txc_batchtopk_post/T8/d64/k1/s1/trained         vel=+0.265 orc=0.990 nmse=0.750 (cache t=False e=False)
[61/298    781s] circ/txc_batchtopk_post/T8/d101/k1/s1/trained        vel=+0.271 orc=0.990 nmse=0.755 (cache t=False e=False)
[62/298    784s] circ/txc_batchtopk_post/T8/d256/k1/s1/trained        vel=+0.313 orc=0.990 nmse=0.727 (cache t=False e=False)
[63/298    791s] circ/txc_batchtopk_post/T8/d101/k2/s1/trained        vel=+0.616 orc=0.990 nmse=0.601 (cache t=False e=False)
[64/298    792s] circ/txc_batchtopk_post/T16/d32/k1/s1/trained        vel=+0.472 orc=1.000 nmse=0.761 (cache t=False e=False)
[65/298    796s] rand/txc_batchtopk_post/T8/d101/k1/s1/trained        vel=+0.076 orc=1.000 nmse=0.913 (cache t=False e=False)
[66/298    798s] circ/txc_batchtopk_post/T16/d64/k1/s1/trained        vel=+0.428 orc=1.000 nmse=0.753 (cache t=False e=False)
[67/298    805s] circ/spectral_txc/T2/d101/k1/s1/untrained            vel=+0.111 orc=0.686 nmse=0.949 (cache t=False e=False)
[68/298    819s] circ/txc_batchtopk_post/T16/d101/k1/s1/trained       vel=+0.580 orc=1.000 nmse=0.723 (cache t=False e=False)
[69/298    821s] circ/txc_batchtopk_post/T16/d256/k1/s1/trained       vel=+0.517 orc=1.000 nmse=0.735 (cache t=False e=False)
[70/298    839s] circ/txc_batchtopk_post/T16/d101/k2/s1/trained       vel=+0.896 orc=1.000 nmse=0.597 (cache t=False e=False)
[71/298    844s] rand/txc_batchtopk_post/T16/d101/k1/s1/trained       vel=+0.159 orc=1.000 nmse=0.936 (cache t=False e=False)
[72/298    964s] circ/spectral_txc/T2/d32/k1/s1/trained               vel=+0.415 orc=0.686 nmse=0.580 (cache t=False e=False)
[73/298    969s] circ/spectral_txc/T2/d64/k1/s1/trained               vel=+0.379 orc=0.686 nmse=0.584 (cache t=False e=False)
[74/298    971s] circ/spectral_txc/T4/d101/k1/s1/untrained            vel=+0.375 orc=0.886 nmse=0.959 (cache t=False e=False)
[75/298    997s] circ/spectral_txc/T2/d101/k1/s1/trained              vel=+0.419 orc=0.686 nmse=0.580 (cache t=False e=False)
[76/298    997s] circ/spectral_txc/T2/d101/k2/s1/trained              vel=+0.490 orc=0.686 nmse=0.536 (cache t=False e=False)
[77/298   1002s] circ/spectral_txc/T2/d256/k1/s1/trained              vel=+0.363 orc=0.686 nmse=0.582 (cache t=False e=False)
[78/298   1012s] rand/spectral_txc/T2/d101/k1/s1/trained              vel=+0.070 orc=1.000 nmse=0.801 (cache t=False e=False)
[79/298   1091s] circ/spectral_txc/T4/d32/k1/s1/trained               vel=+0.759 orc=0.886 nmse=0.564 (cache t=False e=False)
[80/298   1093s] circ/spectral_txc/T4/d64/k1/s1/trained               vel=+0.770 orc=0.886 nmse=0.567 (cache t=False e=False)
[81/298   1096s] circ/spectral_txc/T8/d101/k1/s1/untrained            vel=+0.535 orc=0.990 nmse=0.966 (cache t=False e=False)
[82/298   1106s] circ/spectral_txc/T4/d101/k1/s1/trained              vel=+0.768 orc=0.886 nmse=0.562 (cache t=False e=False)
[83/298   1118s] circ/spectral_txc/T4/d256/k1/s1/trained              vel=+0.758 orc=0.886 nmse=0.565 (cache t=False e=False)
[84/298   1227s] circ/spectral_txc/T4/d101/k2/s1/trained              vel=+0.783 orc=0.886 nmse=0.540 (cache t=False e=False)
[85/298   1228s] rand/spectral_txc/T4/d101/k1/s1/trained              vel=+0.111 orc=1.000 nmse=0.896 (cache t=False e=False)
[86/298   1253s] circ/spectral_txc/T8/d64/k1/s1/trained               vel=+0.951 orc=0.990 nmse=0.557 (cache t=False e=False)
[87/298   1256s] circ/spectral_txc/T16/d101/k1/s1/untrained           vel=+0.646 orc=1.000 nmse=0.974 (cache t=False e=False)
[88/298   1269s] circ/spectral_txc/T8/d32/k1/s1/trained               vel=+0.926 orc=0.990 nmse=0.562 (cache t=False e=False)
[89/298   1272s] circ/spectral_txc/T8/d101/k1/s1/trained              vel=+0.970 orc=0.990 nmse=0.556 (cache t=False e=False)
[90/298   1285s] circ/spectral_txc/T8/d256/k1/s1/trained              vel=+0.959 orc=0.990 nmse=0.555 (cache t=False e=False)
[91/298   1335s] circ/spectral_txc/T8/d101/k2/s1/trained              vel=+0.934 orc=0.990 nmse=0.545 (cache t=False e=False)
[92/298   1337s] rand/spectral_txc/T8/d101/k1/s1/trained              vel=+0.365 orc=1.000 nmse=0.916 (cache t=False e=False)
[93/298   1348s] circ/spectral_txc/T16/d32/k1/s1/trained              vel=+0.994 orc=1.000 nmse=0.565 (cache t=False e=False)
[94/298   1359s] circ/batchtopk_sae/T1/d101/k1/s2/untrained           vel=+0.000 orc=0.109 nmse=0.944 (cache t=False e=False)
[95/298   1372s] circ/spectral_txc/T16/d64/k1/s1/trained              vel=+0.998 orc=1.000 nmse=0.559 (cache t=False e=False)
[96/298   1380s] circ/batchtopk_sae/T1/d32/k1/s2/trained              vel=-0.004 orc=0.109 nmse=0.596 (cache t=False e=False)
[97/298   1397s] circ/batchtopk_sae/T1/d64/k1/s2/trained              vel=-0.005 orc=0.109 nmse=0.594 (cache t=False e=False)
[98/298   1454s] circ/batchtopk_sae/T1/d101/k1/s2/trained             vel=-0.006 orc=0.109 nmse=0.595 (cache t=False e=False)
[99/298   1457s] circ/batchtopk_sae/T1/d256/k1/s2/trained             vel=-0.005 orc=0.109 nmse=0.595 (cache t=False e=False)
[100/298   1474s] circ/batchtopk_sae/T1/d101/k2/s2/trained             vel=-0.005 orc=0.109 nmse=0.538 (cache t=False e=False)
[101/298   1482s] circ/tsae/T1/d101/k1/s2/untrained                    vel=+0.000 orc=0.109 nmse=0.944 (cache t=False e=False)
[102/298   1485s] rand/batchtopk_sae/T1/d101/k1/s2/trained             vel=-0.010 orc=0.105 nmse=0.577 (cache t=False e=False)
[103/298   1486s] circ/spectral_txc/T16/d256/k1/s1/trained             vel=+0.999 orc=1.000 nmse=0.554 (cache t=False e=False)
[104/298   1490s] circ/spectral_txc/T16/d101/k1/s1/trained             vel=+0.999 orc=1.000 nmse=0.558 (cache t=False e=False)
[105/298   1516s] circ/spectral_txc/T16/d101/k2/s1/trained             vel=+0.999 orc=1.000 nmse=0.552 (cache t=False e=False)
[106/298   1547s] rand/spectral_txc/T16/d101/k1/s1/trained             vel=+0.580 orc=1.000 nmse=0.923 (cache t=False e=False)
[107/298   1578s] circ/txc_batchtopk_pre/T2/d32/k1/s2/trained          vel=+0.038 orc=0.704 nmse=0.593 (cache t=False e=False)
[108/298   1582s] circ/txc_batchtopk_pre/T2/d101/k1/s2/untrained       vel=+0.005 orc=0.704 nmse=0.975 (cache t=False e=False)
[109/298   1594s] circ/txc_batchtopk_pre/T2/d64/k1/s2/trained          vel=+0.047 orc=0.704 nmse=0.592 (cache t=False e=False)
[110/298   1614s] circ/txc_batchtopk_pre/T2/d101/k1/s2/trained         vel=+0.025 orc=0.704 nmse=0.593 (cache t=False e=False)
[111/298   1648s] circ/txc_batchtopk_pre/T2/d256/k1/s2/trained         vel=+0.042 orc=0.704 nmse=0.593 (cache t=False e=False)
[112/298   1679s] circ/txc_batchtopk_pre/T2/d101/k2/s2/trained         vel=+0.033 orc=0.704 nmse=0.544 (cache t=False e=False)
[113/298   1685s] rand/txc_batchtopk_pre/T2/d101/k1/s2/trained         vel=+0.017 orc=1.000 nmse=0.749 (cache t=False e=False)
[114/298   1692s] circ/txc_batchtopk_pre/T4/d32/k1/s2/trained          vel=+0.069 orc=0.890 nmse=0.586 (cache t=False e=False)
[115/298   1694s] circ/txc_batchtopk_pre/T4/d101/k1/s2/untrained       vel=+0.000 orc=0.890 nmse=0.986 (cache t=False e=False)
[116/298   1731s] circ/txc_batchtopk_pre/T4/d64/k1/s2/trained          vel=+0.055 orc=0.890 nmse=0.586 (cache t=False e=False)
[117/298   1760s] circ/txc_batchtopk_pre/T4/d101/k1/s2/trained         vel=+0.045 orc=0.890 nmse=0.587 (cache t=False e=False)
[118/298   1763s] circ/txc_batchtopk_pre/T4/d256/k1/s2/trained         vel=+0.076 orc=0.890 nmse=0.597 (cache t=False e=False)
[119/298   1777s] circ/txc_batchtopk_pre/T4/d101/k2/s2/trained         vel=+0.057 orc=0.890 nmse=0.546 (cache t=False e=False)
[120/298   1797s] circ/tsae/T1/d32/k1/s2/trained                       vel=-0.004 orc=0.109 nmse=0.601 (cache t=False e=False)
[121/298   1816s] rand/txc_batchtopk_pre/T4/d101/k1/s2/trained         vel=+0.036 orc=1.000 nmse=0.849 (cache t=False e=False)
[122/298   1818s] circ/txc_batchtopk_pre/T8/d101/k1/s2/untrained       vel=+0.008 orc=0.992 nmse=0.994 (cache t=False e=False)
[123/298   1847s] circ/txc_batchtopk_pre/T8/d32/k1/s2/trained          vel=+0.174 orc=0.992 nmse=0.584 (cache t=False e=False)
[124/298   1847s] circ/txc_batchtopk_pre/T8/d64/k1/s2/trained          vel=+0.158 orc=0.992 nmse=0.583 (cache t=False e=False)
[125/298   1868s] circ/txc_batchtopk_pre/T8/d101/k1/s2/trained         vel=+0.152 orc=0.992 nmse=0.577 (cache t=False e=False)
[126/298   1894s] circ/txc_batchtopk_pre/T8/d256/k1/s2/trained         vel=+0.145 orc=0.992 nmse=0.578 (cache t=False e=False)
[127/298   1895s] circ/tsae/T1/d256/k1/s2/trained                      vel=-0.006 orc=0.109 nmse=0.602 (cache t=False e=False)
[128/298   1922s] circ/txc_batchtopk_pre/T8/d101/k2/s2/trained         vel=+0.130 orc=0.992 nmse=0.592 (cache t=False e=False)
[129/298   1924s] circ/txc_batchtopk_pre/T16/d101/k1/s2/untrained      vel=+0.011 orc=1.000 nmse=0.997 (cache t=False e=False)
[130/298   1951s] circ/tsae/T1/d64/k1/s2/trained                       vel=-0.004 orc=0.109 nmse=0.607 (cache t=False e=False)
[131/298   1952s] circ/txc_batchtopk_pre/T16/d32/k1/s2/trained         vel=+0.276 orc=1.000 nmse=0.584 (cache t=False e=False)
[132/298   1958s] rand/txc_batchtopk_pre/T8/d101/k1/s2/trained         vel=+0.058 orc=1.000 nmse=0.899 (cache t=False e=False)
[133/298   1973s] circ/txc_batchtopk_pre/T16/d64/k1/s2/trained         vel=+0.265 orc=1.000 nmse=0.571 (cache t=False e=False)
[134/298   1987s] circ/tsae/T1/d101/k2/s2/trained                      vel=-0.003 orc=0.109 nmse=0.542 (cache t=False e=False)
[135/298   2007s] circ/txc_batchtopk_pre/T16/d256/k1/s2/trained        vel=+0.277 orc=1.000 nmse=0.571 (cache t=False e=False)
[136/298   2014s] circ/txc_batchtopk_post/T2/d101/k1/s2/untrained      vel=+0.072 orc=0.704 nmse=0.975 (cache t=False e=False)
[137/298   2015s] circ/txc_batchtopk_pre/T16/d101/k1/s2/trained        vel=+0.285 orc=1.000 nmse=0.569 (cache t=False e=False)
[138/298   2030s] circ/tsae/T1/d101/k1/s2/trained                      vel=-0.005 orc=0.109 nmse=0.599 (cache t=False e=False)
[139/298   2056s] circ/txc_batchtopk_pre/T16/d101/k2/s2/trained        vel=+0.259 orc=1.000 nmse=0.556 (cache t=False e=False)
[140/298   2057s] rand/tsae/T1/d101/k1/s2/trained                      vel=-0.011 orc=0.105 nmse=0.579 (cache t=False e=False)
[141/298   2077s] circ/txc_batchtopk_post/T2/d32/k1/s2/trained         vel=+0.199 orc=0.704 nmse=0.639 (cache t=False e=False)
[142/298   2090s] circ/txc_batchtopk_post/T2/d64/k1/s2/trained         vel=+0.195 orc=0.704 nmse=0.638 (cache t=False e=False)
[143/298   2095s] circ/txc_batchtopk_post/T4/d101/k1/s2/untrained      vel=+0.111 orc=0.890 nmse=0.986 (cache t=False e=False)
[144/298   2097s] rand/txc_batchtopk_pre/T16/d101/k1/s2/trained        vel=+0.054 orc=1.000 nmse=0.929 (cache t=False e=False)
[145/298   2107s] circ/txc_batchtopk_post/T2/d101/k1/s2/trained        vel=+0.193 orc=0.704 nmse=0.655 (cache t=False e=False)
[146/298   2127s] circ/txc_batchtopk_post/T2/d256/k1/s2/trained        vel=+0.208 orc=0.704 nmse=0.653 (cache t=False e=False)
[147/298   2151s] circ/txc_batchtopk_post/T2/d101/k2/s2/trained        vel=+0.365 orc=0.704 nmse=0.567 (cache t=False e=False)
[148/298   2166s] circ/txc_batchtopk_post/T4/d32/k1/s2/trained         vel=+0.250 orc=0.890 nmse=0.676 (cache t=False e=False)
[149/298   2167s] rand/txc_batchtopk_post/T2/d101/k1/s2/trained        vel=+0.015 orc=1.000 nmse=0.766 (cache t=False e=False)
[150/298   2170s] circ/txc_batchtopk_post/T8/d101/k1/s2/untrained      vel=+0.172 orc=0.992 nmse=0.993 (cache t=False e=False)
[151/298   2199s] circ/txc_batchtopk_post/T4/d64/k1/s2/trained         vel=+0.211 orc=0.890 nmse=0.707 (cache t=False e=False)
[152/298   2205s] circ/txc_batchtopk_post/T4/d101/k1/s2/trained        vel=+0.209 orc=0.890 nmse=0.707 (cache t=False e=False)
[153/298   2211s] circ/txc_batchtopk_post/T4/d256/k1/s2/trained        vel=+0.239 orc=0.890 nmse=0.690 (cache t=False e=False)
[154/298   2231s] circ/txc_batchtopk_post/T4/d101/k2/s2/trained        vel=+0.623 orc=0.890 nmse=0.585 (cache t=False e=False)
[155/298   2242s] circ/txc_batchtopk_post/T8/d32/k1/s2/trained         vel=+0.304 orc=0.992 nmse=0.757 (cache t=False e=False)
[156/298   2253s] rand/txc_batchtopk_post/T4/d101/k1/s2/trained        vel=+0.038 orc=1.000 nmse=0.865 (cache t=False e=False)
[157/298   2257s] circ/txc_batchtopk_post/T8/d64/k1/s2/trained         vel=+0.397 orc=0.992 nmse=0.734 (cache t=False e=False)
[158/298   2257s] circ/txc_batchtopk_post/T16/d101/k1/s2/untrained     vel=+0.184 orc=1.000 nmse=0.997 (cache t=False e=False)
[159/298   2283s] circ/txc_batchtopk_post/T8/d101/k1/s2/trained        vel=+0.272 orc=0.992 nmse=0.748 (cache t=False e=False)
[160/298   2302s] circ/txc_batchtopk_post/T8/d256/k1/s2/trained        vel=+0.403 orc=0.992 nmse=0.748 (cache t=False e=False)
[161/298   2310s] circ/txc_batchtopk_post/T8/d101/k2/s2/trained        vel=+0.630 orc=0.992 nmse=0.618 (cache t=False e=False)
[162/298   2335s] circ/txc_batchtopk_post/T16/d32/k1/s2/trained        vel=+0.295 orc=1.000 nmse=0.773 (cache t=False e=False)
[163/298   2338s] circ/txc_batchtopk_post/T16/d64/k1/s2/trained        vel=+0.482 orc=1.000 nmse=0.762 (cache t=False e=False)
[164/298   2343s] rand/txc_batchtopk_post/T8/d101/k1/s2/trained        vel=+0.054 orc=1.000 nmse=0.914 (cache t=False e=False)
[165/298   2350s] circ/spectral_txc/T2/d101/k1/s2/untrained            vel=+0.109 orc=0.704 nmse=0.949 (cache t=False e=False)
[166/298   2364s] circ/txc_batchtopk_post/T16/d101/k1/s2/trained       vel=+0.506 orc=1.000 nmse=0.732 (cache t=False e=False)
[167/298   2370s] circ/txc_batchtopk_post/T16/d256/k1/s2/trained       vel=+0.568 orc=1.000 nmse=0.729 (cache t=False e=False)
[168/298   2379s] circ/txc_batchtopk_post/T16/d101/k2/s2/trained       vel=+0.857 orc=1.000 nmse=0.605 (cache t=False e=False)
[169/298   2394s] rand/txc_batchtopk_post/T16/d101/k1/s2/trained       vel=+0.108 orc=1.000 nmse=0.940 (cache t=False e=False)
[170/298   2483s] circ/spectral_txc/T2/d32/k1/s2/trained               vel=+0.389 orc=0.704 nmse=0.585 (cache t=False e=False)
[171/298   2488s] circ/spectral_txc/T4/d101/k1/s2/untrained            vel=+0.350 orc=0.890 nmse=0.961 (cache t=False e=False)
[172/298   2497s] circ/spectral_txc/T2/d64/k1/s2/trained               vel=+0.398 orc=0.704 nmse=0.585 (cache t=False e=False)
[173/298   2513s] circ/spectral_txc/T2/d101/k1/s2/trained              vel=+0.431 orc=0.704 nmse=0.580 (cache t=False e=False)
[174/298   2522s] circ/spectral_txc/T2/d256/k1/s2/trained              vel=+0.395 orc=0.704 nmse=0.580 (cache t=False e=False)
[175/298   2538s] rand/spectral_txc/T2/d101/k1/s2/trained              vel=+0.057 orc=1.000 nmse=0.806 (cache t=False e=False)
[176/298   2543s] circ/spectral_txc/T2/d101/k2/s2/trained              vel=+0.489 orc=0.704 nmse=0.536 (cache t=False e=False)
[177/298   2627s] circ/spectral_txc/T4/d32/k1/s2/trained               vel=+0.775 orc=0.890 nmse=0.563 (cache t=False e=False)
[178/298   2631s] circ/spectral_txc/T4/d64/k1/s2/trained               vel=+0.762 orc=0.890 nmse=0.567 (cache t=False e=False)
[179/298   2632s] circ/spectral_txc/T8/d101/k1/s2/untrained            vel=+0.559 orc=0.992 nmse=0.965 (cache t=False e=False)
[180/298   2639s] circ/spectral_txc/T4/d101/k1/s2/trained              vel=+0.756 orc=0.890 nmse=0.566 (cache t=False e=False)
[181/298   2662s] circ/spectral_txc/T4/d256/k1/s2/trained              vel=+0.745 orc=0.890 nmse=0.565 (cache t=False e=False)
[182/298   2721s] circ/spectral_txc/T4/d101/k2/s2/trained              vel=+0.790 orc=0.890 nmse=0.538 (cache t=False e=False)
[183/298   2730s] rand/spectral_txc/T4/d101/k1/s2/trained              vel=+0.112 orc=1.000 nmse=0.895 (cache t=False e=False)
[184/298   2767s] circ/spectral_txc/T8/d64/k1/s2/trained               vel=+0.963 orc=0.992 nmse=0.556 (cache t=False e=False)
[185/298   2770s] circ/spectral_txc/T16/d101/k1/s2/untrained           vel=+0.626 orc=1.000 nmse=0.973 (cache t=False e=False)
[186/298   2775s] circ/spectral_txc/T8/d32/k1/s2/trained               vel=+0.916 orc=0.992 nmse=0.562 (cache t=False e=False)
[187/298   2783s] circ/spectral_txc/T8/d101/k1/s2/trained              vel=+0.962 orc=0.992 nmse=0.555 (cache t=False e=False)
[188/298   2801s] circ/spectral_txc/T8/d256/k1/s2/trained              vel=+0.959 orc=0.992 nmse=0.554 (cache t=False e=False)
[189/298   2892s] circ/spectral_txc/T8/d101/k2/s2/trained              vel=+0.948 orc=0.992 nmse=0.545 (cache t=False e=False)
[190/298   2894s] circ/batchtopk_sae/T1/d32/k1/s42/trained             vel=+0.003 orc=0.085 nmse=0.594 (cache t=False e=False)
[191/298   2899s] circ/spectral_txc/T16/d32/k1/s2/trained              vel=+0.982 orc=1.000 nmse=0.567 (cache t=False e=False)
[192/298   2901s] rand/spectral_txc/T8/d101/k1/s2/trained              vel=+0.393 orc=1.000 nmse=0.915 (cache t=False e=False)
[193/298   2908s] circ/batchtopk_sae/T1/d101/k1/s42/untrained          vel=-0.003 orc=0.085 nmse=0.945 (cache t=False e=False)
[194/298   2920s] circ/batchtopk_sae/T1/d64/k1/s42/trained             vel=-0.006 orc=0.085 nmse=0.593 (cache t=False e=False)
[195/298   2943s] circ/spectral_txc/T16/d64/k1/s2/trained              vel=+0.999 orc=1.000 nmse=0.559 (cache t=False e=False)
[196/298   3004s] circ/spectral_txc/T16/d101/k1/s2/trained             vel=+0.998 orc=1.000 nmse=0.558 (cache t=False e=False)
[197/298   3010s] circ/batchtopk_sae/T1/d256/k1/s42/trained            vel=-0.003 orc=0.085 nmse=0.594 (cache t=False e=False)
